"Aruba","ABW","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.30816368","63.5634202","66.54412765","66.09325895","66.25949581","65.52755127","65.90310044","66.80769213","66.10601785","66.23071826","66.46451213","66.44222183","64.88689302","63.65370715","63.07601504","63.11268474","63.15414091","62.05528801","60.31400086","","",
"China","CHN","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.73815882","94.82132825","94.76758573","94.25622161","94.48051612","95.56473247","93.0747139","89.95732797","87.60906209","86.47745641","85.25676203","83.08557186","83.00883544","80.76161835","78.86010263","77.24190587","78.82829111","77.96962709","76.65467837","","",
"Cote d'Ivoire","CIV","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.20181876","81.30218728","83.41382919","83.90571859","81.90647607","78.87912209","75.67870919","72.66076735","73.99914425","76.28364299","77.28342632","79.36730058","81.58742869","80.66088116","78.08955788","76.84539763","78.30751728","78.26126224","76.51259233","","",
"Cameroon","CMR","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.76043904","95.33516239","94.54427447","94.51206896","94.46584203","94.35613232","94.38747587","94.38901946","94.45772218","94.34413738","94.64808979","94.58226357","94.51751561","94.95178759","94.64539261","94.55168785","94.31709737","94.18452627","94.11745067","","",
"Congo, Rep.","COG","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.40712608","98.18977685","98.55156213","98.7573192","98.83136998","98.91806942","98.72716592","98.93959624","99.20276284","98.75508557","98.77849037","98.75065111","98.48358813","97.95865341","96.87337443","94.22073302","96.0218814","96.0218814","96.0218814","","",
"Colombia","COL","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.70798125","85.37579593","85.90470827","80.3440973","72.36163688","59.03613182","59.09757238","55.86487803","47.17115684","60.49547742","65.94489657","71.63118922","72.46824764","73.68793384","70.22488754","67.3710891","64.03130931","60.94093978","58.10407839","","",
"Comoros","COM","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","50.02721187","67.11501651","67.11501651","67.11501651","","",
"Cabo Verde","CPV","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.01475545","92.89928318","93.00436015","95.22862921","95.19202879","95.16470895","95.05256404","95.05523726","95.03899165","95.05094166","95.01427062","94.97847908","94.51352159","94.6908772","93.74470373","89.84012378","88.27623126","88.29247353","87.69429792","","",
"Costa Rica","CRI","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.67703976","87.49653821","87.11897324","87.57635671","88.22566865","88.16526073","89.87581562","90.89789278","89.68513498","90.5009909","84.52471616","86.6769551","87.73482653","88.94970443","89.64993686","90.46963794","90.98775328","90.97965492","93.23830117","","",
"Caribbean small states","CSS","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.2724017652739","62.7008349889845","65.7068245607361","66.2731300795034","68.5398560053944","67.3386730510788","69.3794758861341","67.8303516107719","71.3169144243971","71.8520968840679","70.349569731877","68.6428419496713","71.1941898469615","71.1171892203183","72.2568210401677","70.0212798710141","70.2914726865542","71.8817640770273","71.566903610212","","",
"Cuba","CUB","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Curacao","CUW","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.60698035","98.42126603","98.19509338","98.15866303","95.1571309","95.73668117","95.73372146","95.91249354","79.14300855","82.77603125","80.82893627","80.9905853","83.23748502","84.75216224","87.43369532","86.17746103","83.88438293","86.55411594","86.48722101","","",
"Czech Republic","CZE","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","97.67410173","95.41973282","84.28856663","85.1081166","89.0328098","90.14773351","89.9617552","91.50359139","93.20279453","94.06180492","94.06180492","","",
"Germany","DEU","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.72022097","54.14667386","54.6444924","56.33337443","55.64855558","55.91632414","56.08794674","55.94055273","56.12898111","57.98225146","57.56702425","57.96335205","57.58831262","56.59367085","56.37205712","56.42627154","55.88427046","55.9738719","55.56717563","","",
"Djibouti","DJI","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.65825063","98.68823983","98.87107991","98.77480678","98.81810422","98.52834436","98.58845817","98.63221238","98.69554723","98.80758679","98.84690821","98.83625667","98.83527665","98.76733365","98.81755597","99.22466925","99.22466925","99.22466925","99.22466925","","",
"Dominica","DMA","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.59015947","97.50382193","97.47284595","97.53490207","97.59693279","96.60934244","96.33417826","96.37073269","96.32761146","96.13924452","96.6033821","96.46300141","96.52539945","96.17737697","88.36968188","89.83869956","90.53106335","91.24246086","91.39500256","","",
"Denmark","DNK","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.25827174","92.3071942","92.12840539","91.25602728","90.96541043","90.9060883","91.09111712","90.94842767","90.47272021","90.39702456","90.48513035","90.05988987","89.38183745","88.34593331","88.05348455","88.71957526","87.23346967","87.35071385","87.35071385","","",
"Dominican Republic","DOM","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.10852179","77.60252037","71.63494398","71.25637962","70.52565527","71.92597735","72.68598201","70.60058461","70.15238805","84.36486937","83.30364817","81.44839009","78.37443968","78.32086532","77.29984229","78.65675465","78.87515885","78.87522939","78.50577198","","",
"Algeria","DZA","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.04027171","96.48518263","96.71848014","97.1169141","97.00176367","96.72380128","96.01234992","95.71678602","95.3402455","94.57814293","95.17670374","95.76465405","96.19473456","96.44961831","96.69219471","96.98237891","97.2335798","97.2335798","97.2335798","","",
"East Asia & Pacific (developing only)","EAP","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.6747502690768","88.9689734674305","90.0434690809344","91.4285357676276","91.0583204875224","92.4527846153796","90.6756977324497","87.880627903985","85.9656017940051","85.1593075787731","84.4206993295533","82.3798857277642","82.2817513040373","80.3347053042545","78.6803497462521","77.1372825161405","78.5582381414624","77.8271359138508","76.7760417750307","","",
"East Asia & Pacific (all income levels)","EAS","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.6726044319121","79.6709047883484","80.8547983973151","81.7436173953945","81.6669318008039","82.4229636896798","82.7059132122557","82.4494816517668","81.4071187582573","81.1533607238402","80.6913468563467","79.5592792578341","78.887247950659","77.7265716308051","77.5044015292486","76.3383451050289","76.8827220998709","76.4119568501543","75.8139695720967","","",
"Europe & Central Asia (developing only)","ECA","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.7074090141372","95.1278340691339","94.9233504212572","95.7178548105453","83.2342430992992","82.5847773634072","83.5541081717669","81.7632564624786","81.2374118019407","82.0250384603357","82.8693001313365","82.4065491591006","81.1828879813611","81.974925633524","87.5380396578697","88.7698593337595","88.9059053316935","85.6086908370471","86.2851566515937","","",
"Europe & Central Asia (all income levels)","ECS","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.4354393350316","63.9008771557934","64.1449646945467","64.462561333458","63.9824252714365","63.6565256412237","63.1681726076867","62.8839088873734","62.7920655725209","63.4427405873841","63.614120661697","65.5069787565215","65.2197746608742","66.7768448119621","66.2371290179713","67.383265133129","67.4783178855052","67.979885294232","68.1019386934799","","",
"Ecuador","ECU","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.92327771","72.58301526","74.29412731","78.93375995","84.20004819","85.28745841","87.03876961","87.94291625","93.5121959","91.72366214","91.13293002","85.56236855","81.4684442","81.75491118","81.24699688","81.29416678","81.85364181","93.15796091","94.19573943","","",
"Egypt, Arab Rep.","EGY","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.63509604","92.88363643","95.19960371","96.04043831","96.84342694","97.42103479","97.96564","98.38548941","98.43870651","98.42956274","98.3732355","98.23497897","98.03071239","97.70228964","97.72419451","97.71741311","97.72114675","97.72114675","97.72114675","","",
"Euro area","EMU","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.1493995387866","59.6762680727596","60.6719571959781","60.7459317627923","60.4513791741559","60.0235213039674","59.3248067958178","58.9559340851949","58.7501040363581","59.1741237565225","59.443926076143","61.4348871401979","61.2425048230758","62.0085156061194","60.3270353071329","60.3592410780173","59.8387162625687","59.7039432184954","59.1820467847599","","",
"Eritrea","ERI","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
"Spain","ESP","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.60710493","83.9040339","83.88551916","83.61368511","83.30946162","83.08406342","83.09204423","82.60745371","77.24647373","77.13848628","76.04370082","74.27219846","72.64990726","75.25838449","74.46852581","77.75018218","76.04822546","77.09779956","77.08184871","","",
"Estonia","EST","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","98.85057472","97.87234044","96.61698208","74.40571152","88.48954077","88.93746218","87.72092843","87.78335527","87.17522938","87.64923724","93.81292143","89.70672325","88.59502451","82.08622752","87.81031001","84.89282514","85.34882458","85.3624474","","",
"Ethiopia","ETH","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.32906546","78.5656732","78.53215597","79.48733206","79.59978789","79.17040008","79.84134178","80.30108908","80.51649115","80.44297696","79.31361283","77.30984075","77.91120778","79.956061","85.13295658","88.50148895","90.62156061","90.62156061","90.62156061","","",
"European Union","EUU","Out-of-pocket health expenditure (% of private expenditure on health)","SH.XPD.OOPC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.6744071287494","62.1507083573767","62.1286430126473","62.2953821530242","61.8446968078926","61.2689946320419","60.8370916479268","60.3871810359842","60.1919982882434","60.6959815864791","60.5891704015482","62.5913475993737","62.0504856788485","62.5980686969592","61.6839894273808","62.0672199068713","61.6991028425078","61.5846082115875","61.1953079500075","","",
